ticket_id,timestamp,alert_severity,alert_type,source_ip,dest_asset,assigned_analyst,time_to_acknowledge,time_to_close,resolution_notes,escalated,shift
TKT-004483,2026-09-03T04:05:44.200961,LOW,C2 Communication,10.36.79.119,exec-ws-39,Vikram Singh,410,625,Detected C2 Communication pattern on exec-ws-39. Updated IDS signatures and added source to watchlist. scheduled maintenance script execution confirmed.,False,NIGHT
TKT-005073,2026-09-01T10:28:31.647654,MEDIUM,DNS Tunneling,10.19.235.54,net-sw-26,Sanjay Gupta,73,1824,"Responded to DNS Tunneling on net-sw-26. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",False,DAY
TKT-008210,2026-08-20T07:10:57.742208,MEDIUM,Insider Threat,10.217.194.111,prod-web-30,Karan Mehta,486,1432,Performed deep-dive on Insider Threat. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,DAY
TKT-004228,2026-09-11T17:08:27.534457,HIGH,DNS Tunneling,10.192.245.93,mail-srv-42,Kavita Deshmukh,144,2381,Performed deep-dive on DNS Tunneling. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,SWING
TKT-002670,2026-09-02T15:36:21.579197,LOW,Phishing Email,10.208.175.96,prod-web-15,Deepa Reddy,799,920,Triaged Phishing Email alert from prod-web-15. Correlated with SIEM logs — determined to be benign activity from scheduled legitimate admin remote session.,False,SWING
TKT-008949,2026-08-15T01:29:34.725614,MEDIUM,DNS Tunneling,10.125.66.96,exec-ws-39,Sunita Rao,89,3330,"Escalated DNS Tunneling to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-006426,2026-08-29T14:27:40.698293,LOW,Phishing Email,10.92.125.199,dev-ws-5,Sunita Rao,252,1417,Detected Phishing Email pattern on dev-ws-5. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,False,SWING
TKT-002830,2026-09-11T19:49:53.035188,MEDIUM,Lateral Movement,10.70.126.56,exec-ws-39,Karan Mehta,311,2226,"Responded to Lateral Movement on exec-ws-39. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,SWING
TKT-009368,2026-08-24T07:19:42.264574,CRITICAL,C2 Communication,10.223.5.166,stg-web-18,Rohit Malhotra,19,11104,Reviewed C2 Communication targeting stg-web-18. Source identified as internal penetration test. Verified with Engineering team lead.,True,DAY
TKT-002856,2026-08-27T22:43:42.956958,MEDIUM,Ransomware,10.63.106.13,vpn-gw-44,Sunita Rao,475,2071,Triaged Ransomware alert from vpn-gw-44. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,False,NIGHT
TKT-000991,2026-08-24T21:33:55.477455,CRITICAL,Port Scan,10.157.63.180,vpn-gw-44,Ananya Sharma,12,7760,"Responded to Port Scan on vpn-gw-44. Quarantined suspicious binary, submitted hash to local sandbox. Result: test traffic from red-team exercise.",True,SWING
TKT-002956,2026-08-17T19:13:06.122769,MEDIUM,DNS Tunneling,10.101.5.233,prod-db-17,Sanjay Gupta,280,1670,Reviewed DNS Tunneling targeting prod-db-17. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-008432,2026-08-16T12:21:51.515783,HIGH,XSS Attack,10.173.239.171,net-sw-11,Amit Verma,143,6539,Confirmed true positive for XSS Attack. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,DAY
TKT-005950,2026-09-06T12:01:20.588919,LOW,Malware Detection,10.77.213.168,net-fw-40,Priya Patel,744,1198,Triaged Malware Detection alert from net-fw-40. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,DAY
TKT-006276,2026-09-03T14:38:43.436699,MEDIUM,Unauthorized Access,10.115.182.35,net-fw-40,Rajesh Kumar,189,2622,Triaged Unauthorized Access alert from net-fw-40. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,SWING
TKT-006815,2026-09-12T09:44:47.035087,MEDIUM,XSS Attack,10.65.110.242,stg-app-34,Sanjay Gupta,334,1117,"Escalated XSS Attack to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",True,DAY
TKT-007894,2026-09-05T21:46:32.289327,LOW,Brute Force Attempt,10.89.221.167,corp-ws-36,Ananya Sharma,399,1226,Investigated Brute Force Attempt on corp-ws-36. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,False,SWING
TKT-001432,2026-08-25T02:18:39.948011,LOW,Privilege Escalation,10.4.76.139,exec-ws-39,Rohit Malhotra,223,469,Performed deep-dive on Privilege Escalation. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,NIGHT
TKT-004471,2026-08-19T23:31:07.094681,MEDIUM,Lateral Movement,10.144.81.214,exec-ws-39,Ananya Sharma,290,1985,"Escalated Lateral Movement to Tier-2. Forensic analysis revealed test traffic from red-team exercise. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-008288,2026-08-29T15:19:34.605725,LOW,Data Exfiltration,10.253.185.110,stg-web-18,Sunita Rao,209,964,Detected Data Exfiltration pattern on stg-web-18. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,SWING
TKT-006650,2026-08-18T11:05:38.648852,MEDIUM,Insider Threat,10.136.235.79,net-sw-26,Amit Verma,466,625,Investigated Insider Threat on net-sw-26. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,DAY
TKT-009438,2026-08-23T01:36:11.197085,LOW,Insider Threat,10.84.84.30,net-fw-10,Sanjay Gupta,409,920,Confirmed true positive for Insider Threat. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,NIGHT
TKT-009181,2026-08-14T15:19:43.103154,HIGH,Privilege Escalation,10.0.231.241,prod-web-45,Arjun Nair,54,6553,Detected Privilege Escalation pattern on prod-web-45. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,True,SWING
TKT-009539,2026-08-16T15:05:20.845832,MEDIUM,C2 Communication,10.127.227.63,prod-app-16,Priya Patel,494,3189,Confirmed true positive for C2 Communication. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-007768,2026-09-08T02:20:18.889959,HIGH,Ransomware,10.105.50.250,prod-db-2,Amit Verma,110,5003,Confirmed true positive for Ransomware. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,NIGHT
TKT-000063,2026-09-09T17:24:17.861943,CRITICAL,DNS Tunneling,10.249.112.70,dev-ws-35,Rohit Malhotra,4,10,Resolved per SOP.,False,SWING
TKT-006342,2026-08-28T11:48:12.368671,LOW,Port Scan,10.216.198.124,stg-web-3,Kavita Deshmukh,671,800,Detected Port Scan pattern on stg-web-3. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,DAY
TKT-009314,2026-08-27T02:48:14.217257,MEDIUM,Ransomware,10.98.217.152,prod-db-17,Vikram Singh,442,3156,"Responded to Ransomware on prod-db-17. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",False,NIGHT
TKT-001348,2026-08-15T19:54:47.152473,LOW,DDoS Attack,10.117.251.2,prod-web-45,Neha Joshi,723,709,Detected DDoS Attack pattern on prod-web-45. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,SWING
TKT-008107,2026-09-06T23:33:42.175111,LOW,Port Scan,10.132.39.203,exec-ws-24,Kavita Deshmukh,837,573,Detected Port Scan pattern on exec-ws-24. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,NIGHT
TKT-002649,2026-08-30T16:57:41.195797,MEDIUM,Privilege Escalation,10.84.6.87,file-srv-43,Neha Joshi,328,778,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,SWING
TKT-004886,2026-08-23T18:34:40.841222,MEDIUM,Ransomware,10.134.106.84,dev-ws-20,Kavita Deshmukh,517,823,Triaged Ransomware alert from dev-ws-20. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,SWING
TKT-007199,2026-08-31T15:51:44.556182,LOW,XSS Attack,10.151.183.60,net-sw-26,Priya Patel,587,1334,Triaged XSS Attack alert from net-sw-26. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,SWING
TKT-007311,2026-09-03T01:56:17.488948,HIGH,DNS Tunneling,10.201.12.115,corp-ws-6,Ananya Sharma,258,5364,Performed deep-dive on DNS Tunneling. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,NIGHT
TKT-005596,2026-09-03T04:47:25.688997,LOW,Brute Force Attempt,10.44.3.146,prod-web-45,Rohit Malhotra,197,979,Reviewed Brute Force Attempt targeting prod-web-45. Source identified as internal penetration test. Verified with Engineering team lead.,False,NIGHT
TKT-007679,2026-09-04T07:00:28.764992,LOW,XSS Attack,10.249.133.142,corp-ws-6,Sunita Rao,646,344,Detected XSS Attack pattern on corp-ws-6. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,False,DAY
TKT-004440,2026-08-29T05:10:24.900533,MEDIUM,Data Exfiltration,10.234.193.111,mail-srv-27,Ananya Sharma,195,1033,Reviewed Data Exfiltration targeting mail-srv-27. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,NIGHT
TKT-007355,2026-08-26T07:05:17.369745,LOW,Brute Force Attempt,10.216.44.229,stg-app-34,Neha Joshi,487,1493,Performed deep-dive on Brute Force Attempt. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,DAY
TKT-005167,2026-08-21T22:43:28.472340,CRITICAL,Privilege Escalation,10.153.163.169,prod-db-2,Sunita Rao,18,11264,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,NIGHT
TKT-006685,2026-09-06T17:28:20.760082,CRITICAL,Lateral Movement,10.133.251.248,hr-ws-38,Kavita Deshmukh,78,5523,Performed deep-dive on Lateral Movement. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,SWING
TKT-001343,2026-08-19T03:08:22.789013,MEDIUM,Privilege Escalation,10.165.20.227,mail-srv-42,Kavita Deshmukh,95,3111,Investigated Privilege Escalation on mail-srv-42. Contained threat by isolating the host and running full AV scan. Root cause: scheduled maintenance script execution.,False,NIGHT
TKT-003812,2026-08-14T17:37:41.213338,MEDIUM,SQL Injection,10.219.211.221,prod-app-1,Kavita Deshmukh,139,3589,Reviewed SQL Injection targeting prod-app-1. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-007046,2026-09-05T08:03:16.743614,MEDIUM,SQL Injection,10.69.46.25,exec-ws-24,Sanjay Gupta,417,745,Triaged SQL Injection alert from exec-ws-24. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,True,DAY
TKT-004433,2026-08-15T07:20:57.199428,HIGH,Data Exfiltration,10.27.156.73,mail-srv-12,Amit Verma,102,5057,Reviewed Data Exfiltration targeting mail-srv-12. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,True,DAY
TKT-003884,2026-09-09T08:47:28.952757,HIGH,DNS Tunneling,10.3.251.51,prod-app-31,Rohit Malhotra,253,3569,"Escalated DNS Tunneling to Tier-2. Forensic analysis revealed expired SSL certificate renewal process. Remediation applied, monitoring for recurrence.",True,DAY
TKT-008604,2026-08-27T05:27:06.289976,MEDIUM,Malware Detection,10.100.236.227,net-sw-11,Deepa Reddy,136,1315,Confirmed true positive for Malware Detection. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,NIGHT
TKT-007002,2026-08-22T12:01:46.128977,HIGH,Ransomware,10.37.182.96,exec-ws-9,Rohit Malhotra,247,4253,Triaged Ransomware alert from exec-ws-9. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,DAY
TKT-006271,2026-08-24T00:54:10.774140,LOW,XSS Attack,10.240.86.102,fin-ws-37,Rohit Malhotra,759,395,Reviewed XSS Attack targeting fin-ws-37. Source identified as internal penetration test. Verified with Finance team lead.,False,NIGHT
TKT-002366,2026-08-29T20:35:33.357830,CRITICAL,Privilege Escalation,10.156.163.205,prod-web-45,Karan Mehta,13,7633,Investigated Privilege Escalation on prod-web-45. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,SWING
TKT-006196,2026-08-14T17:28:10.747069,LOW,Phishing Email,10.36.96.203,stg-app-34,Arjun Nair,831,1005,Investigated Phishing Email on stg-app-34. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,SWING
TKT-008586,2026-09-02T05:51:11.840344,HIGH,DNS Tunneling,10.232.91.238,vpn-gw-44,Pooja Chauhan,190,7007,Detected DNS Tunneling pattern on vpn-gw-44. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,True,NIGHT
TKT-000276,2026-08-25T16:44:46.376599,LOW,Phishing Email,10.191.207.118,hr-ws-23,Rohit Malhotra,698,798,"False positive, no action needed.",False,SWING
TKT-002430,2026-08-20T19:57:23.386950,MEDIUM,Data Exfiltration,10.48.51.167,prod-app-16,Amit Verma,375,1880,Reviewed Data Exfiltration targeting prod-app-16. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-006806,2026-09-04T10:19:25.715801,MEDIUM,Brute Force Attempt,10.161.8.28,file-srv-28,Kavita Deshmukh,265,3050,Reviewed Brute Force Attempt targeting file-srv-28. Source identified as internal penetration test. Verified with Operations team lead.,False,DAY
TKT-002762,2026-09-02T05:37:29.354407,MEDIUM,XSS Attack,10.27.167.250,vpn-gw-29,Priya Patel,482,1802,Confirmed true positive for XSS Attack. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,NIGHT
TKT-002653,2026-08-22T19:07:38.102474,HIGH,Insider Threat,10.56.16.179,prod-app-16,Rajesh Kumar,145,1240,Triaged Insider Threat alert from prod-app-16. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,False,SWING
TKT-000784,2026-08-29T10:20:33.411863,LOW,Ransomware,10.132.123.214,stg-web-33,Meera Iyer,283,1601,Reviewed Ransomware targeting stg-web-33. Source identified as internal penetration test. Verified with Engineering team lead.,False,DAY
TKT-005590,2026-08-31T11:35:58.240523,MEDIUM,Port Scan,10.124.129.223,prod-db-32,Deepa Reddy,166,1953,Reviewed Port Scan targeting prod-db-32. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,DAY
TKT-008491,2026-08-21T00:15:28.585709,CRITICAL,Privilege Escalation,10.240.134.204,mail-srv-42,Vikram Singh,22,9263,"Escalated Privilege Escalation to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-003640,2026-09-08T04:50:58.616596,HIGH,C2 Communication,10.62.161.135,net-fw-40,Rohit Malhotra,208,4940,"Responded to C2 Communication on net-fw-40. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",True,NIGHT
TKT-009159,2026-09-10T05:07:36.445827,HIGH,Lateral Movement,10.219.55.79,net-sw-41,Sanjay Gupta,222,960,Investigated Lateral Movement on net-sw-41. Contained threat by isolating the host and running full AV scan. Root cause: legacy application compatibility issue.,False,NIGHT
TKT-006597,2026-09-06T20:39:09.053049,MEDIUM,C2 Communication,10.244.137.62,prod-app-1,Pooja Chauhan,507,1078,Reviewed C2 Communication targeting prod-app-1. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-006960,2026-08-25T14:14:37.024574,LOW,Insider Threat,10.160.167.16,vpn-gw-14,Kavita Deshmukh,304,369,"Escalated Insider Threat to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",False,SWING
TKT-003882,2026-08-14T05:00:23.689403,CRITICAL,Insider Threat,10.124.60.119,vpn-gw-14,Arjun Nair,37,14220,Detected Insider Threat pattern on vpn-gw-14. Updated IDS signatures and added source to watchlist. scheduled maintenance script execution confirmed.,False,NIGHT
TKT-009444,2026-09-10T00:40:20.609028,LOW,DDoS Attack,10.204.239.137,file-srv-43,Amit Verma,583,1327,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,NIGHT
TKT-004629,2026-08-14T14:44:38.144599,LOW,Data Exfiltration,10.200.3.150,net-fw-25,Vikram Singh,168,1788,Reviewed Data Exfiltration targeting net-fw-25. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-009349,2026-09-02T12:24:38.539679,MEDIUM,DNS Tunneling,10.27.134.36,mail-srv-12,Vikram Singh,197,875,Confirmed true positive for DNS Tunneling. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-000025,2026-08-19T11:55:52.340163,CRITICAL,Phishing Email,10.229.71.109,fin-ws-7,Vikram Singh,2,7,No threat detected upon investigation.,False,DAY
TKT-000681,2026-09-06T14:59:24.119994,CRITICAL,C2 Communication,10.162.64.113,prod-web-45,Deepa Reddy,40,4441,Reviewed C2 Communication targeting prod-web-45. Source identified as internal penetration test. Verified with Engineering team lead.,True,SWING
TKT-003951,2026-09-06T22:25:53.889643,HIGH,XSS Attack,10.33.55.190,prod-app-31,Rajesh Kumar,103,7040,Reviewed XSS Attack targeting prod-app-31. Source identified as internal penetration test. Verified with Engineering team lead.,False,NIGHT
TKT-002311,2026-08-17T01:58:56.606313,LOW,Unauthorized Access,10.30.24.56,fin-ws-22,Kavita Deshmukh,663,1006,Investigated Unauthorized Access on fin-ws-22. Contained threat by isolating the host and running full AV scan. Root cause: legacy application compatibility issue.,False,NIGHT
TKT-003132,2026-08-19T18:27:38.609007,LOW,Unauthorized Access,10.233.155.35,net-sw-41,Rajesh Kumar,464,780,Investigated Unauthorized Access on net-sw-41. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,SWING
TKT-002094,2026-08-18T21:03:45.872004,MEDIUM,Phishing Email,10.214.44.194,prod-db-32,Deepa Reddy,418,2632,Triaged Phishing Email alert from prod-db-32. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,True,SWING
TKT-002934,2026-09-10T08:19:51.889244,HIGH,Unauthorized Access,10.117.147.170,stg-web-33,Arjun Nair,198,1036,Triaged Unauthorized Access alert from stg-web-33. Correlated with SIEM logs — determined to be benign activity from scheduled legitimate admin remote session.,False,DAY
TKT-007728,2026-08-24T20:36:24.022247,MEDIUM,Phishing Email,10.25.67.249,stg-app-19,Rajesh Kumar,250,642,Triaged Phishing Email alert from stg-app-19. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,SWING
TKT-004979,2026-09-04T11:47:47.988270,MEDIUM,C2 Communication,10.155.164.87,vpn-gw-14,Pooja Chauhan,513,653,Investigated C2 Communication on vpn-gw-14. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,DAY
TKT-009410,2026-08-15T07:44:44.210181,MEDIUM,Insider Threat,10.117.93.122,net-sw-41,Ananya Sharma,273,2799,Triaged Insider Threat alert from net-sw-41. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,True,DAY
TKT-000061,2026-08-19T23:54:05.587105,CRITICAL,DDoS Attack,10.215.199.232,prod-web-30,Ananya Sharma,5,14,Resolved per SOP.,False,NIGHT
TKT-009604,2026-08-14T09:02:06.015974,LOW,Ransomware,10.211.246.203,vpn-gw-44,Deepa Reddy,664,351,Confirmed true positive for Ransomware. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-001626,2026-08-31T10:42:39.881175,HIGH,Malware Detection,10.129.19.6,hr-ws-8,Sanjay Gupta,269,6360,Reviewed Malware Detection targeting hr-ws-8. Source identified as internal penetration test. Verified with HR team lead.,True,DAY
TKT-000581,2026-09-04T16:30:04.858368,HIGH,Data Exfiltration,10.78.218.249,file-srv-43,Rajesh Kumar,146,5165,Reviewed Data Exfiltration targeting file-srv-43. Source identified as internal penetration test. Verified with Operations team lead.,False,SWING
TKT-003873,2026-09-01T22:50:05.649012,LOW,DDoS Attack,10.244.238.176,corp-ws-6,Pooja Chauhan,518,1779,Triaged DDoS Attack alert from corp-ws-6. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,NIGHT
TKT-006245,2026-08-15T08:00:40.433318,HIGH,Malware Detection,10.71.192.237,stg-app-34,Rajesh Kumar,77,1852,Reviewed Malware Detection targeting stg-app-34. Source identified as internal penetration test. Verified with Engineering team lead.,False,DAY
TKT-006867,2026-09-11T13:37:19.759151,LOW,Phishing Email,10.171.58.229,prod-app-1,Karan Mehta,612,1385,Reviewed Phishing Email targeting prod-app-1. Source identified as internal penetration test. Verified with Engineering team lead.,False,DAY
TKT-002761,2026-08-27T22:18:49.086757,MEDIUM,XSS Attack,10.115.217.250,fin-ws-7,Ananya Sharma,119,1768,Detected XSS Attack pattern on fin-ws-7. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,False,NIGHT
TKT-008359,2026-08-16T20:30:11.820049,HIGH,Lateral Movement,10.250.252.110,exec-ws-24,Arjun Nair,230,5664,Confirmed true positive for Lateral Movement. Blocked source IP at perimeter firewall. Notified asset owner in Executive Office.,False,SWING
TKT-002121,2026-08-22T07:01:26.882330,LOW,Ransomware,10.207.80.222,hr-ws-23,Vikram Singh,900,879,Triaged Ransomware alert from hr-ws-23. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,DAY
TKT-007367,2026-08-21T11:57:24.228414,HIGH,Ransomware,10.238.80.208,net-fw-40,Sanjay Gupta,44,4945,"Escalated Ransomware to Tier-2. Forensic analysis revealed expired SSL certificate renewal process. Remediation applied, monitoring for recurrence.",False,DAY
TKT-001875,2026-09-06T03:57:22.820780,CRITICAL,C2 Communication,10.237.253.41,dev-ws-5,Amit Verma,109,5680,Performed deep-dive on C2 Communication. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,False,NIGHT
TKT-001075,2026-08-21T02:48:32.261579,HIGH,Lateral Movement,10.53.27.89,stg-app-19,Deepa Reddy,193,3091,Performed deep-dive on Lateral Movement. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,NIGHT
TKT-007381,2026-08-31T03:09:03.011043,MEDIUM,Insider Threat,10.238.146.209,vpn-gw-29,Amit Verma,525,1652,Triaged Insider Threat alert from vpn-gw-29. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,NIGHT
TKT-008048,2026-08-26T00:25:01.479298,CRITICAL,Data Exfiltration,10.99.116.219,hr-ws-8,Vikram Singh,79,4472,Detected Data Exfiltration pattern on hr-ws-8. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,False,NIGHT
TKT-008226,2026-08-24T18:08:37.043794,LOW,Brute Force Attempt,10.204.135.118,net-sw-41,Sunita Rao,720,862,Triaged Brute Force Attempt alert from net-sw-41. Correlated with SIEM logs — determined to be benign activity from scheduled legitimate admin remote session.,False,SWING
TKT-005640,2026-09-02T16:58:54.005458,MEDIUM,SQL Injection,10.136.120.53,mail-srv-27,Pooja Chauhan,181,2674,Detected SQL Injection pattern on mail-srv-27. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,SWING
TKT-007335,2026-09-12T05:43:30.656061,LOW,DDoS Attack,10.218.215.34,stg-app-19,Priya Patel,736,1573,Investigated DDoS Attack on stg-app-19. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,NIGHT
TKT-009992,2026-08-29T01:14:50.037196,MEDIUM,Lateral Movement,10.53.187.149,vpn-gw-29,Kavita Deshmukh,303,2081,Detected Lateral Movement pattern on vpn-gw-29. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,False,NIGHT
TKT-005919,2026-09-03T18:43:15.350560,LOW,SQL Injection,10.234.207.217,vpn-gw-44,Priya Patel,568,1491,Performed deep-dive on SQL Injection. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,SWING
TKT-004580,2026-09-12T08:01:23.269359,CRITICAL,Data Exfiltration,10.169.21.80,dev-ws-5,Karan Mehta,14,2627,Investigated Data Exfiltration on dev-ws-5. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,True,DAY
TKT-004638,2026-08-25T21:26:13.206146,MEDIUM,DDoS Attack,10.17.170.236,exec-ws-24,Arjun Nair,462,2862,Investigated DDoS Attack on exec-ws-24. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,False,SWING
TKT-008627,2026-09-10T11:12:58.485702,HIGH,Insider Threat,10.216.46.245,corp-ws-6,Pooja Chauhan,254,1719,Reviewed Insider Threat targeting corp-ws-6. Source identified as internal penetration test. Verified with Operations team lead.,False,DAY
TKT-009242,2026-08-18T14:00:58.181144,LOW,Insider Threat,10.178.131.216,prod-db-17,Meera Iyer,125,1663,Performed deep-dive on Insider Threat. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,SWING
TKT-008826,2026-09-09T05:44:28.841200,LOW,Brute Force Attempt,10.16.22.119,stg-app-4,Deepa Reddy,859,1172,Triaged Brute Force Attempt alert from stg-app-4. Correlated with SIEM logs — determined to be benign activity from scheduled test traffic from red-team exercise.,False,NIGHT
TKT-005142,2026-08-28T07:04:36.689255,LOW,Insider Threat,10.49.27.109,net-sw-11,Amit Verma,822,1075,Performed deep-dive on Insider Threat. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,True,DAY
TKT-006177,2026-08-23T05:05:01.231398,LOW,Malware Detection,10.159.91.19,corp-ws-21,Vikram Singh,668,1617,Confirmed true positive for Malware Detection. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,NIGHT
TKT-000156,2026-09-08T15:42:00.004766,CRITICAL,C2 Communication,10.219.207.182,prod-web-30,Rajesh Kumar,4,7,Resolved per SOP.,False,SWING
TKT-004038,2026-09-11T21:40:00.878687,MEDIUM,Port Scan,10.129.64.229,mail-srv-12,Deepa Reddy,464,894,Performed deep-dive on Port Scan. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,SWING
TKT-009420,2026-08-21T04:19:10.845602,HIGH,Unauthorized Access,10.196.72.32,prod-app-16,Priya Patel,138,6818,Confirmed true positive for Unauthorized Access. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,True,NIGHT
TKT-004096,2026-08-26T10:01:13.107101,HIGH,Lateral Movement,10.177.11.251,fin-ws-37,Priya Patel,294,5427,"Responded to Lateral Movement on fin-ws-37. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",False,DAY
TKT-002707,2026-08-26T10:50:24.500268,HIGH,Phishing Email,10.241.156.3,net-sw-26,Rajesh Kumar,227,4392,"Escalated Phishing Email to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,DAY
TKT-007806,2026-09-10T18:18:47.542936,MEDIUM,Brute Force Attempt,10.7.45.94,vpn-gw-44,Meera Iyer,501,920,Detected Brute Force Attempt pattern on vpn-gw-44. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,SWING
TKT-007030,2026-09-11T21:27:40.588306,MEDIUM,SQL Injection,10.154.242.211,dev-ws-5,Neha Joshi,165,2290,Confirmed true positive for SQL Injection. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
